key,name,subject_type,title,edition_count,subject,authors
/subjects/picture_books,picture books,subject,Octopus escapes!,1,"Stories in rhyme,Juvenile fiction,Humorous stories,Aquarium animals,Octopuses,Children's fiction,Octopuses, fiction,Picture books",Nathaniel Lachenmeyer
/subjects/picture_books,picture books,subject,Winnie and Wilbur in Winter and audio CD,1,"Children's fiction,Witches, fiction,Picture books","Valerie Thomas, Korky Paul"
/subjects/picture_books,picture books,subject,Pop-up Peekaboo Bedtime,1,"Children's fiction,Picture books,Toy and movable books",DK Publishing
/subjects/picture_books,picture books,subject,The Queen's Hat,1,"Hats,Queens,Juvenile fiction,Fiction,Children's fiction,London (england), fiction,Picture books,Accessible book,Protected DAISY",Steve Antony
/subjects/picture_books,picture books,subject,Sophie La Girafe Pop-Up Peekaboo Happy Birthday Sophie!,1,"Children's fiction,Picture books,Birthdays, fiction,Toy and movable books",DK Publishing
/subjects/picture_books,picture books,subject,Giraffe Is Left Out - A book about feeling bullied (Behaviour Matters),1,"Bullying,Sadness,Juvenile literature,Prevention,Children's fiction,Bullying, fiction,Picture books,Accessible book,Protected DAISY","Sue Graves, Trevor Denton"
/subjects/picture_books,picture books,subject,My First Body (My First Board Book),1,"Physiology,Human physiology, juvenile literature,Anatomy,Human anatomy, juvenile literature,Picture books,Toy and movable books,Human body,Human body, juvenile literature",DK Children
/subjects/picture_books,picture books,subject,Astronomy and Space Picture Book,1,"Astronomy,Astronomy, juvenile literature,Outer space,Outer space, juvenile literature,Picture books","Emily Bone, Hazel Maskell"
/subjects/picture_books,picture books,subject,Pete the Kitty,1,"Children's fiction,Caterpillars, fiction,Picture books,Toy and movable books",James Dean
/subjects/picture_books,picture books,subject,Disney Pixar Cars 3 - Lightning McQueen and Friends Little Sound Book - Play-a-Sound - PI Kids,1,"Children's fiction,Toy and movable books,Picture books",Editors of Phoenix International Publications
/subjects/picture_books,picture books,subject,When I Dream of ABC,1,"Children's fiction,Dreams, fiction,Picture books",Henry Fisher
/subjects/picture_books,picture books,subject,Disney Frozen - Anna's Friends Sound Book - PI Kids,1,"Children's fiction,Short stories,Picture books",Editors of Phoenix International Publications
/subjects/picture_books,picture books,subject,Bim Bam Boom,1,"Children's fiction,Picture books","Frederic Stehr, Linda Burgess"
/subjects/picture_books,picture books,subject,Kligore,1,"Children's fiction,Adventure and adventurers, fiction,Picture books","Mark Andrew Poe, Becky Minor"
/subjects/picture_books,picture books,subject,Freddie and Gingersnap Find a Cloud to Keep,1,"Children's fiction,Picture books,Clouds,Fiction,Dinosaurs,Dragons",Vincent X. Kirsch
/subjects/picture_books,picture books,subject,Dr. Fourth,1,"Children's fiction,Picture books","Adam Hargreaves, BBC Children's Books Staff"
/subjects/picture_books,picture books,subject,Spot Goes to the Swimming Pool,1,"Children's fiction,Picture books,Toy and movable books",Eric Hill
/subjects/picture_books,picture books,subject,Give Bees a Chance,1,"Bees,Bees, juvenile literature,Picture books",Bethany Barton
/subjects/picture_books,picture books,subject,I'm Going to Eat This Ant,1,"Children's fiction,Picture books",Chris Naylor-Ballesteros
/subjects/picture_books,picture books,subject,My First Mog Books,1,"Children's fiction,Picture books,Toy and movable books",Judith Kerr
/subjects/picture_books,picture books,subject,Find Spot! At the Museum,1,"Children's fiction,Picture books",Eric Hill
/subjects/picture_books,picture books,subject,There's a Hole in My Garden,1,"Children's fiction,Picture books,Gardens, fiction,Imagination, fiction","Stewart, James"
/subjects/picture_books,picture books,subject,Katie Morag and the Big Boy Cousins,1,"Children's fiction,Family, fiction,Picture books",Mairi Hedderwick
/subjects/picture_books,picture books,subject,Mopoke,1,"Children's fiction,Picture books",Philip Bunting
/subjects/picture_books,picture books,subject,Pinocchio,1,"Children's fiction,Pinocchio (fictitious character), fiction,Picture books","Janet Brown, Ken Morton"
/subjects/picture_books,picture books,subject,Mighty Mo,1,"Children's fiction,Picture books,Raccoon,Juvenile fiction,Thieves,Zoos,Boredom,Picture books for children,Fiction,Robbers and outlaws,Accessible book,Protected DAISY",Alison Brown
/subjects/picture_books,picture books,subject,There's Only One Scruffle,1,"Children's fiction,Picture books",Robert Dunn
/subjects/picture_books,picture books,subject,I Have a Friend,1,"Children's fiction,Picture books",Judith Inglese
/subjects/picture_books,picture books,subject,Very Little Rapunzel,1,"Children's fiction,Picture books,Fairy tales","Teresa Heapy, Sue Heap"
/subjects/picture_books,picture books,subject,Poppy and Vivaldi,1,"Children's fiction,Musicians, fiction,Picture books",Magali Le Huche
/subjects/picture_books,picture books,subject,How to Hide a Lion,1,"Children's fiction,Picture books,Toy and movable books,Lion, fiction",Helen Stephens
/subjects/picture_books,picture books,subject,Surprise for Giraffe and Elephant,1,"Children's fiction,Picture books,Friendship,Fiction,Elephants,Giraffe,Juvenile fiction,JUVENILE FICTION,Animals,Humorous Stories,Interactive Adventures,Giraffes,Accessible book,Protected DAISY",Paul Gude
/subjects/picture_books,picture books,subject,Think Big!,1,"Children's fiction,Size and shape, fiction,Schools, fiction,Self-esteem, fiction,Picture books",Nancy Carlson
/subjects/picture_books,picture books,subject,My Friend Jesus,1,"Jesus christ,Jesus christ, juvenile literature,Picture books","Juliet David, Helen Prole"
/subjects/picture_books,picture books,subject,Topsy and Tim Help a Friend,1,"Children's fiction,Adventure and adventurers, fiction,Picture books,Classrooms,Bullying in schools,Juvenile fiction,Bullying,Children's stories,Topsy (Fictitious character : Adamson),Tim (Fictitious character : Adamson),Friendship,Pictorial works,Accessible book,Protected DAISY","Jean Adamson, Gareth Adamson"
/subjects/picture_books,picture books,subject,Dylan the Baker,1,"Children's fiction,Picture books",Guy Parker-Rees
/subjects/picture_books,picture books,subject,1 Grumpy Bruce,1,"Children's fiction,Counting books,Picture books,Toy and movable books",Ryan T. Higgins
/subjects/picture_books,picture books,subject,Big Red Rock,1,"Children's fiction,Picture books",Jess Stockham
/subjects/picture_books,picture books,subject,"Richard Scarry's Busy, Busy World",1,"Children's fiction,Picture books",Richard Scarry
/subjects/picture_books,picture books,subject,Big Day for Migs!,1,"Children's fiction,Picture books,Bashfulness,Juvenile fiction,First day of school,Friendship,Stories in rhyme,Accessible book,Protected DAISY",Jo Hodgkinson
/subjects/picture_books,picture books,subject,Ant and Bee and the ABC,1,"Picture books for children,Picture books,Alphabet books","Angela Banner, Bryan Ward"
/subjects/picture_books,picture books,subject,Just Me And My Mom Just Me And My Dad,1,"Children's fiction,Picture books,Pictorial works,Juvenile fiction,Mothers and sons,Fathers and sons,Little Critter (Fictitious character),Fiction,Upside-down books,Humorous stories,Father-son relationship,Humorous fiction,Little Critter (Fictional character),Mother-son relationship,Accessible book,Protected DAISY",Mercer Mayer
/subjects/picture_books,picture books,subject,Little Grey Rabbit's Year of Stories,1,"Children's fiction,Rabbits, fiction,Picture books,Little Grey Rabbit (Fictitious character),Animals,Juvenile fiction,Rabbits,Pictorial works,Children's stories, English,Accessible book,Protected DAISY","Alison Uttley, Margaret Tempest"
/subjects/picture_books,picture books,subject,None the Number,1,"Children's fiction,Picture books,Hueys (Fictitious characters : Jeffers),Pictorial works,Juvenile fiction,Counting,Accessible book,Protected DAISY",Oliver Jeffers
/subjects/picture_books,picture books,subject,One Little Blueberry,1,"Children's fiction,Insects, fiction,Counting books,Picture books,Blueberries,Insects,Juvenile fiction,Fiction,Boards books,Counting,Accessible book,Protected DAISY",Tammi Salzano
/subjects/picture_books,picture books,subject,Daytime,1,"Day,Juvenile literature,Picture books,Board books,Picture books for children,Accessible book,Protected DAISY",Sue Porter
/subjects/picture_books,picture books,subject,Katie,1,"Children's fiction,London (england), fiction,Christmas, fiction,Picture books",James Mayhew
/subjects/picture_books,picture books,subject,Emily Brown and the Elephant Emergency,1,"Children's fiction,Parent and child, fiction,Picture books,Elephants,Juvenile fiction,Parent and child,Fiction,Accessible book,Protected DAISY","Cressida Cowell, James Mayhew, Neal Layton"
/subjects/picture_books,picture books,subject,Olivia the Spy,1,"Children's fiction,Pigs, fiction,Picture books",Ian Falconer
/subjects/picture_books,picture books,subject,All about the Very Hungry Caterpillar,1,"Vocabulary, juvenile literature,Vocabulary,Picture books",Eric Carle
/subjects/picture_books,picture books,subject,All About The Very Hungry Caterpillar,1,"Vocabulary, juvenile literature,Vocabulary,Picture books",Eric Carle
/subjects/picture_books,picture books,subject,Animals All Around,1,"Children's fiction,Picture books,Animals, fiction","Eric Carle, Susan Rich Brooke, Derek Harmening"
/subjects/picture_books,picture books,subject,Eric Carle Brown Bear Treasury,1,"Children's fiction,Stories in rhyme,Picture books",Eric Carle
/subjects/picture_books,picture books,subject,The very hungry caterpillar's abc,1,"Alphabet books,Caterpillars,Animals,Alphabet,Juvenile literature,Board books,English language, alphabet, juvenile literature,Picture books,Toy and movable books,Accessible book,Protected DAISY",Eric Carle
/subjects/picture_books,picture books,subject,Sing,1,"Animals, juvenile literature,Animals,Sound, juvenile literature,Sound,Picture books,Toy and movable books","Eric Carle, Susan Rich Brooke"
/subjects/picture_books,picture books,subject,Thanks from The Very Hungry Caterpillar,1,"Gratitude,Juvenile fiction,Caterpillars,Children's fiction,Caterpillars, fiction,Picture books",Eric Carle
/subjects/picture_books,picture books,subject,Eric Carle,1,"Vocabulary,Vocabulary, juvenile literature,Picture books",Eric Carle
/subjects/picture_books,picture books,subject,Table Manners,1,"Humour & jokes,Picture books,Trivia & curious facts","Christopher Raschka, Chris Radunsky"
/subjects/picture_books,picture books,subject,Lucy and Tom at Christmas,1,"Children's fiction,Picture books,Lucy (Fictitious character : Hughes),Pictorial works,Juvenile fiction,Tom (Fictitious character : Hughes),Brothers and sisters,Accessible book,Protected DAISY",Shirley Hughes
/subjects/picture_books,picture books,subject,Blue bottle mystery,1,"Schools,Asperger's syndrome,Comic books, strips,Autism in children,Children's fiction,Picture books,Cartoons and comics,Mystery and detective stories,Diseases, fiction,Accessible book,Protected DAISY",Kathy Hoopmann
/subjects/picture_books,picture books,subject,Wish,1,"Children's fiction,Toy and movable books,Picture books",Matthew Cordell
/subjects/picture_books,picture books,subject,Toot Toot Zoom!,1,"Children's fiction,Humorous stories,Social problems, fiction,Foxes,Fiction,Animals,Automobile travel,Friendship,Juvenile fiction,Automobile driving,Social problems,Picture books,Accessible book,Protected DAISY","Phyllis Root, Matthew Cordell"
/subjects/picture_books,picture books,subject,Little Elephants,1,"Children's fiction,Elephants, fiction,Australia, fiction,Picture books",Graeme Base
/subjects/picture_books,picture books,subject,Groundhog's day at the doctor,1,"Fiction,Medical care,Animals,Picture books,Medical fiction,Accessible book,Protected DAISY",Judy Delton
/subjects/picture_books,picture books,subject,Calf for Christmas,1,"Children's fiction,Picture books,Cattle, fiction","Astrid Lindgren, Marit Törnqvist, Polly Lawson"
/subjects/picture_books,picture books,subject,Alle meine Lieblingsmärchen,1,"Anthologies,Board books,Folklore,Picture books",Hans Christian Andersen
/subjects/picture_books,picture books,subject,Dragons Don't Wear Pants!,1,"Picture books,Dragons,Fiction,Clothing and dress,Children's stories,Accessible book,Protected DAISY",Anna Hamil
/subjects/picture_books,picture books,subject,1000 Animal Stickers,1,"Animals,Animals, juvenile literature,Picture books,Accessible book,Protected DAISY",Roger Priddy
/subjects/picture_books,picture books,subject,American Family of the Civil War Era Paper Dolls in Full Color,1,"Paper dolls, juvenile literature,Picture books,Costume,History,Paper dolls,Accessible book,Protected DAISY",Tom Tierney
/subjects/picture_books,picture books,subject,Caillou Show And Tell,1,"Caillou (Fictitious character),Explication de choses (Éducation),Brothers and sisters,Ouvrages pour la jeunesse,Frères et soeurs,Fiction,Caillou (Fictional character),Show-and-tell presentations,Toddlers,Juvenile literature,Picture books,Brothers and sisters, juvenile literature,Accessible book,Protected DAISY",Eric Sévigny
/subjects/picture_books,picture books,subject,Gary,1,"Picture books,Adventure stories,Adventure and adventurers,Racing pigeons,Juvenile fiction,Pigeons,Fiction,Accessible book,Protected DAISY",Leila Rudge
/subjects/picture_books,picture books,subject,Caillou gets the hiccups,1,"Caillou (Fictitious character),Hoquet,Picture books,Ouvrages pour la jeunesse,Hiccups,Juvenile literature,PIcture books,Epilepsy,Epilepsy, juvenile literature,Accessible book,Protected DAISY",Sarah Margaret Johanson
/subjects/picture_books,picture books,subject,Grt Thunder from the Earth Is (Greetings! Red Level),1,"Volcanoes,Fiction,Picture books,Accessible book,Protected DAISY",Alba Ambert
/subjects/picture_books,picture books,subject,Shackleton's journey,1,"Juvenile literature,Discovery and exploration,Shackleton, ernest henry, sir, 1874-1922,Antarctica, juvenile literature,Antarctica,Picture books,Travel,Voyages and Travel,Pictorial works,British,Explorers,Biography,British Discovery and exploration,Exploration,British Antarctic Expedition (1907-1909),British Antarctic Expedition (1907-1909) fast (OCoLC)fst01695898,Imperial Trans-Antarctic Expedition (1914-1917) sears,Endurance (Ship),Accessible book,Protected DAISY",William Grill
/subjects/picture_books,picture books,subject,Adventures in Brambly Hedge,1,"Children's fiction,Brambly hedge (imaginary place), fiction,Picture books",Jill Barklem
/subjects/picture_books,picture books,subject,It's Night-Time,1,"Children's fiction,Picture books,Toy and movable books",Tim Hopgood
/subjects/picture_books,picture books,subject,Little Answer,1,"Children's fiction,Picture books,Juvenile fiction,Questions and answers,Curiosity,Children's stories,Belonging (Social psychology),Accessible book,Protected DAISY",Tim Hopgood
/subjects/picture_books,picture books,subject,The Sandman,1,"Picture books,Fantasy fiction,Juvenile fiction,Sandman,Fiction,Boston Authors Club,Sleep,Bedtime,Children,Sandman (Legendary character),Dragons,Bedtime stories,Fantasy,Children's fiction,Sleep, fiction,Dragons, fiction,Accessible book,Protected DAISY",Ralph J. Fletcher
/subjects/picture_books,picture books,subject,Keys (Language works),1,"Reading (Elementary),Language experience approach,Children's stories,Picture books,Accessible book,Protected DAISY",Keith Pigdon
/subjects/picture_books,picture books,subject,Animal Friends,1,"Children's fiction,Picture books,Juvenile fiction,Animals,Dwellings,Accessible book,Protected DAISY","Jane Werner Watson, Garth Williams"
/subjects/picture_books,picture books,subject,Tale of Tails,1,"Children's fiction,Picture books,Tail,Juvenile fiction,Animals,Stories in rhyme,Accessible book,Protected DAISY","Elizabeth MacPherson, Garth Williams"
/subjects/picture_books,picture books,subject,Baby Farm Animals,1,"Domestic animals,Domestic animals, juvenile literature,Picture books,Animals, infancy,Animals, infancy, juvenile literature",Garth Williams
/subjects/picture_books,picture books,subject,Bunnies' ABC,1,"JUVENILE NONFICTION,Animals,Alphabet,English language,Concepts,Rabbits,Juvenile literature,Pictorial works,English language, alphabet, juvenile literature,Picture books,Accessible book,Protected DAISY",Garth Williams
/subjects/picture_books,picture books,subject,Garth Williams's Furry Tales,1,"Children's fiction,Picture books",Garth Williams
/subjects/picture_books,picture books,subject,The cookie fiasco,1,"Division,Cookies,Sharing,Animals,Picture books,JUVENILE FICTION / Humorous Stories,Juvenile fiction,JUVENILE FICTION / Concepts / General,Fiction,JUVENILE FICTION / Social Issues / Values & Virtues,Humorous stories,Mathematics,Friendship,Children's fiction,Sharing, fiction,Friendship, fiction,Animals, fiction,Accessible book,Protected DAISY",Dan Santat
/subjects/picture_books,picture books,subject,Henry and Mudge and the forever sea,1,"Picture books,Juvenile fiction,Henry (Fictitious character : Rylant),Fathers and sons,Fiction,Seashore,Mudge (Fictitious character : Rylant),Dogs,Accessible book,Protected DAISY",Cynthia Rylant
/subjects/picture_books,picture books,subject,Little penguins,1,"Juvenile fiction,Penguins,Winter,Children's fiction,Penguins, fiction,Winter, fiction,Picture books,Fiction,JUVENILE FICTION,Animals,Baby Animals,Concepts,Seasons,Family,Siblings,Picture books for children,Accessible book,Protected DAISY",Cynthia Rylant
/subjects/picture_books,picture books,subject,Buster goes to Cowboy Camp,1,"Dogs,Picture books,Juvenile fiction,Camps,Homesickness,Fiction,Children's fiction,Dogs, fiction,Camps, fiction,Sick, fiction,Accessible book,Protected DAISY",Denise Fleming
/subjects/picture_books,picture books,subject,Ouch!,1,"Fairy tales,Folklore,Children's fiction,Picture books,Accessible book,Protected DAISY",Natalie Babbitt
/subjects/picture_books,picture books,subject,Tacky and the Emperor,1,"Emperor penguin,Penguins,Fiction,Children's fiction,Penguins, fiction,Picture books,Accessible book,Protected DAISY","Lester, Helen."
/subjects/picture_books,picture books,subject,Curious George and the Pizza,1,"Picture books,Monkeys, fiction,Curious george (fictitious character), fiction",Margret Rey
/subjects/picture_books,picture books,subject,At the Fire Station,1,"Picture books,Monkeys, fiction,Curious george (fictitious character), fiction,Children's fiction","H. A. Rey, Margret Rey"
/subjects/picture_books,picture books,subject,Fast and Slow,1,"Transportation,Juvenile literature,Vocabulary,Vocabulary, juvenile literature,Transportation, juvenile literature,Toy and movable books,Picture books,Accessible book,Protected DAISY",Britta Teckentrup
/subjects/picture_books,picture books,subject,I love mum,1,"Children's stories, English,Children's fiction,Picture books,Mother and child, fiction,Accessible book,Protected DAISY",Joanna Walsh
/subjects/picture_books,picture books,subject,Top top secret,1,"Theft,Children's picture books,Rings,Children's stories,Children's fiction,Picture books,Theft, fiction,Accessible book,Protected DAISY",Claire Freedman
/subjects/picture_books,picture books,subject,Little Red Riding Hood,1,"Board books,Children's fiction,Fairy tales,Picture books,Accessible book,Protected DAISY",Jessica Stockham
/subjects/picture_books,picture books,subject,"Animals
            
                Say What You See",1,"Animals,Juvenile literature,Pictorial works,Animal sounds,Animals, juvenile literature,Picture books,Accessible book,Protected DAISY",Rebecca Rissman
/subjects/picture_books,picture books,subject,"Epic
            
                I Can Read Book 2",1,"Imaginary creatures,Juvenile fiction,Magic,Forests and forestry,Good and evil,Children's fiction,Fantasy fiction,Picture books",Lucy Rosen
/subjects/picture_books,picture books,subject,Max Goes to the Space Station,1,"Children's fiction,Science fiction,Picture books","Jeffrey Bennett, Michael W. Carroll"
/subjects/picture_books,picture books,subject,Me and mum,1,"Juvenile fiction,Mother and child,Children's fiction,Picture books,Parent and child, fiction,Accessible book,Protected DAISY",Maria Catherine
/subjects/picture_books,picture books,subject,Sam's Super Stinky Socks!,1,"Children's fiction,Adventure and adventurers, fiction,Picture books","Paul Bright, Ed Eaves"
/subjects/picture_books,picture books,subject,Fiddlesticks!,1,"Children's fiction,Mice, fiction,Picture books","Sean Taylor, Sally Garland"
/subjects/picture_books,picture books,subject,A Fish Named Glub,1,"Fishes,Juvenile fiction,Friendship,Dreams,Diners (Restaurants),Fiction,Picture books for children,Children's fiction,Picture books,Accessible book,Protected DAISY","Dan Bar-el, Josée Bisaillon, Josee Bisaillon"
/subjects/picture_books,picture books,subject,My Mum,1,"Children's fiction,Mothers, fiction,Picture books",Anthony Browne
/subjects/picture_books,picture books,subject,Picnic,1,"Children's fiction,Friendship, fiction,Animals, fiction,Picnicking, fiction,Summer, fiction,Picture books","John Burningham, Sue Buswell"
/subjects/picture_books,picture books,subject,Farley Farts,1,"Children's fiction,Picture books",Bruno Hachler
/subjects/picture_books,picture books,subject,The Great Reindeer Rebellion,1,"Children's fiction,Stories in rhyme,Picture books","Lisa Trumbauer, Jannie Ho"
/subjects/picture_books,picture books,subject,I love my baby because--,1,"Mother and infant,Juvenile fiction,Children's stories,Pictorial works,Children's picture books,Children's fiction,Mother and child, fiction,Picture books,Accessible book,Protected DAISY",Paullina Simons
/subjects/picture_books,picture books,subject,Loads of letters,1,"Picture puzzles -- Juvenile literature,Alphabet,Juvenile literature,Picture puzzles,Puzzles,Puzzles, juvenile literature,Alphabet, juvenile literature,Toy and movable books,Picture books,Accessible book,Protected DAISY",Sarah L. Schuette
/subjects/picture_books,picture books,subject,Daddy is my hero,1,"Early years,Juvenile literature,Picture books,0-5 years; Fiction; Picture Book; Non-character; Non Tie-in,Picture books: character books,Child and youth fiction,Accessible book,Protected DAISY","Richards, Dawn (Children's fiction writer)"
/subjects/picture_books,picture books,subject,How Pirates Really Work,1,"Pirates,Pirates, juvenile literature,Picture books",Alan Snow
/subjects/picture_books,picture books,subject,Monkey Nut,1,"Children's stories,Pictorial works,Peanuts,Juvenile fiction,Sharing,Children's fiction,Picture books,Accessible book,Protected DAISY",Simon Rickerty
/subjects/picture_books,picture books,subject,Plunge into the Pirate Pool,1,"Children's fiction,Picture books,Pirates, fiction","Caryl Hart, Ed Eaves"
/subjects/picture_books,picture books,subject,I Got a Crocodile,1,"Children's fiction,Picture books,Crocodiles, fiction",Nicola Killen
/subjects/picture_books,picture books,subject,Animals,1,"Animals,Animals, juvenile literature,Picture books",Rebecca Rissman
/subjects/picture_books,picture books,subject,Grandma,1,"Juvenile fiction,Grandparent and child,Pictorial works,Institutional care,Older people,Children's fiction,Picture books,Older people, fiction,Accessible book,Protected DAISY",Jessica Shepherd
/subjects/picture_books,picture books,subject,Ping and Pong Are Best Friends (mostly),1,"Children's fiction,Picture books,Friendship, fiction",Tim Hopgood
/subjects/picture_books,picture books,subject,Sheep in a jeep,1,"Sheep,Stories in rhyme,Board books,Fiction,Cars & Trucks,Humorous Stories,Animals,Action & Adventure,Juvenile fiction,Farm Animals,Jeep automobile,Farm & Ranch Life,Transportation,Legends, Myths, Fables,JUVENILE FICTION,Sheep, fiction,Children's fiction,Picture books for children,Picture books,Accessible book,Protected DAISY",Nancy E. Shaw
/subjects/picture_books,picture books,subject,Dance Away (Big Books),1,"Children's fiction,Picture books for children,Picture books",George W. Shannon
/subjects/picture_books,picture books,subject,What can you do in the snow?,1,"Snow,Fiction,Amusements, juvenile literature,Amusements,Snow, juvenile literature,Toy and movable books,Picture books,Accessible book,Protected DAISY",Anna Grossnickle Hines
/subjects/picture_books,picture books,subject,How Can I Get There? (Good Beginnings),1,"Juvenile literature,Vocabulary,Transportation, juvenile literature,Transportation,Toy and movable books,Picture books",Pamela Cote
/subjects/picture_books,picture books,subject,Where can I go?,1,"Juvenile literature,Vocabulary,Travel, juvenile literature,Travel,Toy and movable books,Picture books",Pamela Cote
/subjects/picture_books,picture books,subject,How do I feel?,1,"Glossaries, vocabularies,Juvenile literature,Spanish language,English language,Emotions, juvenile literature,Emotions,Toy and movable books,Picture books,Accessible book,Protected DAISY",Pamela Cote
/subjects/picture_books,picture books,subject,Fireman Small to the rescue,1,"Stories in rhyme,Fire fighters,Fiction,Picture books for children,Picture books,Accessible book,Protected DAISY",Wong Herbert Yee
/subjects/picture_books,picture books,subject,I wonder what's under there?,1,"Underwear,History,Juvenile literature,Picture books for children,Picture books",Deborah Nourse Lattimore
/subjects/picture_books,picture books,subject,The Tear Thief,1,"Children's fiction,Picture books,Emotions, fiction",Carol Ann Duffy
/subjects/picture_books,picture books,subject,Sunday love,1,"Burglars,Humorous stories,Love,Juvenile fiction,Sundaes,Valentine's Day,Fiction,Children's fiction,Cartoons and comics,Valentine's day, fiction,Picture books,Accessible book,Protected DAISY",Alison Paul
/subjects/picture_books,picture books,subject,Where's the big bad wolf?,1,"Mystery and detective stories,Humorous stories,Wolves,Fiction,Dogs,Domestic animals,children's stories,picture books,fairy tales,Children's fiction,Dogs, fiction,Wolves, fiction,Domestic animals, fiction,Accessible book,Protected DAISY",Eileen Christelow
/subjects/picture_books,picture books,subject,Henny Penny (Clarion Books),1,"Folklore,Children's fiction,Fairy tales,Folklore, juvenile literature,Picture books for children,Picture books,Accessible book,Protected DAISY",Jean Little
/subjects/picture_books,picture books,subject,Curious George (Carry Along),1,"Picture books,Curious george (fictitious character), fiction,Monkeys, fiction,Literature and fiction, juvenile,Humor,Children's fiction",H. A. Rey
/subjects/picture_books,picture books,subject,The spooky tire,1,"Ghost stories,Trucks,Juvenile fiction,Fiction,Tires,Ghosts,Picture books,Accessible book,Protected DAISY",Jon Scieszka
/subjects/picture_books,picture books,subject,One Fat Cat (First Story Plays),1,"Cats,Juvenile drama,Mice,Children's plays, English,English drama,Drama,Picture books,Accessible book,Protected DAISY",Vivian French
/subjects/picture_books,picture books,subject,Ten little babies,1,"Infants,Juvenile fiction,Pictorial works,Children's fiction,Infants, fiction,Stories in rhyme,Picture books,Accessible book,Protected DAISY",Rose Impey
/subjects/picture_books,picture books,subject,Henri's Walk to Paris,1,"Voyages and travels,Imagination,Walking,Zoos,Buses,Juvenile fiction,Trees,Children's fiction,Short stories,Picture books",Leonore Klein
/subjects/picture_books,picture books,subject,Hands Can Big Book (Big Books),1,"Children's fiction,Stories in rhyme,Human body, fiction,Picture books",Cheryl Willis Hudson
/subjects/picture_books,picture books,subject,Walking through the jungle,1,"Children's fiction,Animals, fiction,Picture books","Stella Blackstone, Debbie Harter, Fred Penner"
/subjects/picture_books,picture books,subject,Christmas Mice,1,"Children's fiction,Picture books",Vivien Wallis
/subjects/picture_books,picture books,subject,Marvel Avengers Look and Find Activity Book - Includes Characters from Avengers Endgame - PI Kids,1,"Picture books,Puzzles,Puzzles, juvenile literature",Editors of Phoenix International Publications
/subjects/picture_books,picture books,subject,"Guess where you're going, guess what you'll do",1,"Picture puzzles,Puzzles,Juvenile fiction,Picture books,Picture books for children,Accessible book,Protected DAISY",A. F. Bauman
/subjects/picture_books,picture books,subject,"Goodnight, Andrew, Goodnight, Craig",1,"Children's fiction,Sleep, fiction,Picture books","Mary Chalmers, Marjorie Weinman Sharmat"
/subjects/picture_books,picture books,subject,Great Race,1,"Picture books,Picture books for children","Anni Axworthy, Stephen Wyllie"
/subjects/picture_books,picture books,subject,Porcupine's pajama party,1,"Fear,Fiction,Friendship,Night,Porcupines,Picture books for children,Picture books,Accessible book,Protected DAISY",Terry Webb Harshman
/subjects/picture_books,picture books,subject,Roland the Minstrel Pig,1,"Picture books,Pigs, fiction,Children's fiction",William Steig
/subjects/picture_books,picture books,subject,My first birds,1,"Birds,Toy and movable books,Juvenile literature,Specimens,Picture books,Picture books for children",Cecilia Fitzsimons
/subjects/picture_books,picture books,subject,MY VERY 1ST BK TOOLS,1,"Picture books,Picture books for children",Carle E
/subjects/picture_books,picture books,subject,Park Book (Charlotte Zolotow Book),1,"Children's fiction,Parks, fiction,Picture books",Charlotte Zolotow
/subjects/picture_books,picture books,subject,1 2 3,1,"Children's fiction,Picture books",Clotilde Olyff
/subjects/picture_books,picture books,subject,Spring,1,"Spring,Zoos,Zoo animals,Stories without words,Fiction,Children's fiction,Picture books,Accessible book,Protected DAISY",Ann Blades
/subjects/picture_books,picture books,subject,Where's Al?,1,"Dogs,Picture books,Folklore,Fiction,Children's fiction,Dogs, fiction,Accessible book,Protected DAISY",Byron Barton
/subjects/picture_books,picture books,subject,"Happy birthday, Laura",1,"Musical books,Frontier and pioneer life,Toy and movable books,Juvenile fiction,Birthdays,Family life,Fiction,Specimens,Picture books,Accessible book,Protected DAISY",Renée Graef
/subjects/picture_books,picture books,subject,Mouse shapes,1,"Mice,Shape,Stories without words,Fiction,Children's fiction,Mice, fiction,Picture books,Accessible book,Protected DAISY",Jim Arnosky
/subjects/picture_books,picture books,subject,Somewhere Behind the Eyes,1,"Picture books,Child development, juvenile literature,Child development","Richard Burrill, Richard L. Burrill, Tom Miskey"
/subjects/picture_books,picture books,subject,Who was it?,1,"Honesty in fiction,Honesty,Parent and child in fiction,Fiction,Parent and child,Picture books,Picture books for children",Marissa Moss
/subjects/picture_books,picture books,subject,Word Bird's Easter Words,1,"Picture books for children,Picture books,Primers","Jane Belk Moncure, Lois Axeman"
/subjects/picture_books,picture books,subject,Spring cleaning,1,"Fiction,Bears,House cleaning,Juvenile fiction,Little Bear (Fictitious character : Minarik),Children's fiction,Spring, fiction,Picture books,Accessible book,Protected DAISY",Else Holmelund Minarik
/subjects/picture_books,picture books,subject,David McCheever's Twenty-Nine Dogs,1,"Readers,Dogs, fiction,Picture books","Margaret Holt, Walter Lorraine"
/subjects/picture_books,picture books,subject,Curious George goes to the dentist,1,"Dental care,Juvenile fiction,Dentists,Monkeys,Fiction,Blind,Books and reading,Curious George (Fictitious character),Picture books,Curious george (fictitious character), fiction,Monkeys, fiction,Accessible book,Protected DAISY","Margret Rey, Alan J. Shalleck"
